"SAMPLING_DATE","SITE_CODE","PARAMETER_NAME","CAMPAIGN_NAME_SHORT","REFERENCE_ID","ENVIRON_COMPARTMENT","ENVIRON_COMPARTMENT_SUB","PARAMETER_TYPE","MEASURED_TYPE","SUBSAMPLE","SAMPLE_ID","MEASURED_FLAG","MEASURED_VALUE","MEASURED_UNIT","MEASURED_N","UNCERTAINTY_TYPE","UNCERTAINTY_UPPER","UNCERTAINTY_LOWER","LOQ_VALUE","LOQ_UNIT","LOD_VALUE","LOD_UNIT","SAMPLING_PROTOCOL","EXTRACTION_PROTOCOL","FRACTIONATION_PROTOCOL","ANALYTICAL_PROTOCOL","MEASUREMENT_COMMENT"
"2025-04-02","Vannmiljø_122-102171","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.16,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Waste water after digestion"
"2025-07-02","Vannmiljø_122-102171","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.782,"µg/L",1,"Not reported",,,0.1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Metals in freshwater pool and drinking water no digestion"
"2025-01-08","Vannmiljø_122-102172","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.2,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Waste water after digestion"
"2025-04-08","Vannmiljø_122-102172","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","< LOQ",1,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Waste water after digestion"
"2025-07-02","Vannmiljø_122-102172","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.415,"µg/L",1,"Not reported",,,0.1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Metals in freshwater pool and drinking water no digestion"
"2025-04-02","Vannmiljø_122-102172","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","< LOQ",1,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Waste water after digestion"
"2025-01-16","Vannmiljø_003-102264","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",3.89,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-02-14","Vannmiljø_003-102264","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.87,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-03-14","Vannmiljø_003-102264","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",3.14,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-04-11","Vannmiljø_003-102264","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.79,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-05-09","Vannmiljø_003-102264","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.66,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-06-13","Vannmiljø_003-102264","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.78,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-07-11","Vannmiljø_003-102264","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.85,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-08-15","Vannmiljø_003-102264","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.17,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-10-24","Vannmiljø_003-102264","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",7.29,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-11-14","Vannmiljø_003-102264","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",7.62,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-01-16","Vannmiljø_003-102265","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",4.43,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-02-14","Vannmiljø_003-102265","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",3.98,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-03-14","Vannmiljø_003-102265","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",3.77,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-04-11","Vannmiljø_003-102265","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.43,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-05-09","Vannmiljø_003-102265","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",3.83,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-06-13","Vannmiljø_003-102265","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",4.48,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-07-11","Vannmiljø_003-102265","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",5.88,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-08-15","Vannmiljø_003-102265","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.54,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-10-24","Vannmiljø_003-102265","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",10.6,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-11-14","Vannmiljø_003-102265","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",6.91,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-01-16","Vannmiljø_003-102306","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",3.58,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-02-14","Vannmiljø_003-102306","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",3.99,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-03-14","Vannmiljø_003-102306","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",3.75,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-04-11","Vannmiljø_003-102306","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",4,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-05-09","Vannmiljø_003-102306","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",4.16,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-06-13","Vannmiljø_003-102306","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",4.36,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-07-11","Vannmiljø_003-102306","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",4.17,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-08-15","Vannmiljø_003-102306","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",4.9,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-10-24","Vannmiljø_003-102306","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",5.47,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-11-14","Vannmiljø_003-102306","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",5.67,"µg/L",1,"Not reported",,,1,"µg/L",,"µg/L","1","2","3","4","ICP-SFMS Avløpsvann etter oppslutning"
"2025-06-11","Vannmiljø_123-102448","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.95,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-11","Vannmiljø_123-102448","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-03","Vannmiljø_123-102453","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-03","Vannmiljø_123-102453","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102453","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.99,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102453","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.3,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-05","Vannmiljø_123-102456","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-05","Vannmiljø_123-102456","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",3,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-11","Vannmiljø_123-102456","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.9,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-11","Vannmiljø_123-102456","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-10","Vannmiljø_123-102456","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.49,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-10","Vannmiljø_123-102456","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","< LOQ",0.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-03","Vannmiljø_123-102457","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.4,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-03","Vannmiljø_123-102457","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102457","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102457","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.4,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-10","Vannmiljø_123-102457","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.3,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-10","Vannmiljø_123-102457","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.3,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-03","Vannmiljø_124-102459","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-03","Vannmiljø_124-102459","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.3,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-11","Vannmiljø_124-102459","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.4,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-11","Vannmiljø_124-102459","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.9,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-10","Vannmiljø_124-102459","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.9,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-10","Vannmiljø_124-102459","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.82,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-05","Vannmiljø_123-102835","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-05","Vannmiljø_123-102835","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",120,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102835","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.87,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102835","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.86,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-05","Vannmiljø_123-102837","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-05","Vannmiljø_123-102837","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",34,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102837","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.96,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102837","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-05","Vannmiljø_123-102839","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.9,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-05","Vannmiljø_123-102839","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",12,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102839","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.9,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102839","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-03","Vannmiljø_123-102840","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-03","Vannmiljø_123-102840","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",4.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102840","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.99,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102840","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-03","Vannmiljø_123-102841","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-03","Vannmiljø_123-102841","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",4.7,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102841","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.59,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102841","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.79,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-03","Vannmiljø_123-102843","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-03","Vannmiljø_123-102843","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.3,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102843","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.99,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102843","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-03","Vannmiljø_123-102845","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-03","Vannmiljø_123-102845","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",4.6,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102845","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102845","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.3,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-03","Vannmiljø_123-102847","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.43,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-03-03","Vannmiljø_123-102847","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.55,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102847","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",0.45,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_123-102847","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","< LOQ",0.5,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-07-28","Vannmiljø_246-103011","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-07-28","Vannmiljø_246-103011","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.3,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-18","Vannmiljø_246-103011","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-18","Vannmiljø_246-103011","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-02","Vannmiljø_246-103011","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.1,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-02","Vannmiljø_246-103011","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.4,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-17","Vannmiljø_246-103013","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.8,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_246-103013","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.9,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_246-103013","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-09-17","Vannmiljø_246-103013","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-07-29","Vannmiljø_246-103013","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.8,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-07-29","Vannmiljø_246-103013","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.6,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_246-103014","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.9,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-06-10","Vannmiljø_246-103014","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-04","Vannmiljø_246-103014","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",1.8,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
"2025-08-04","Vannmiljø_246-103014","Copper","Vm_2025","VannmiljøCopper2025","Aquatic","Freshwater","Stressor","Concentration","1","Fake ID","",2.2,"µg/L",1,"Not reported",,,,"µg/L",,"µg/L","1","2","3","4",
