"SITE_CODE","SITE_NAME","SITE_GEOGRAPHIC_FEATURE","SITE_GEOGRAPHIC_FEATURE_SUB","LATITUDE","LONGITUDE","SITE_COORDINATE_SYSTEM","COUNTRY_ISO","OCEAN_IHO","ENTERED_BY","ENTERED_DATE","SITE_COMMENT"
"Vannmiljø_008-87631","Vannmiljø Station 34-BK Øverlandselva - ved Trafostasjon","River, stream, canal","Water column, pelagic zone",59.92571692386388,10.559671243734082,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Punkt er nedstrøms avfallsdeponiene Øverland I og II og er med i miljøovervåkningen av deponiene"
"Vannmiljø_008-87633","Vannmiljø Station Grunnvann - brønn 3 ved bru på Øverland II (36BK)","River, stream, canal","Water column, pelagic zone",59.92746528247534,10.561897182551899,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Punkt er nedstrøms avfallsdeponiet Øverland II og er med i miljøovervåkningen av deponiene"
"Vannmiljø_018-88044","Vannmiljø Station Syrdalsveien/Langangsvannet nord","River, stream, canal","Water column, pelagic zone",58.543994894359194,8.87459565320475,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: 4.02 MØ2_N
Bekk som renner ut nede i bukta Langgangselva, bekk går mellom jorder. Nedstrøms Mørkoppdalen/Krossmyr."
"Vannmiljø_180-88657","Vannmiljø Station Leknes, ENLK-S2","River, stream, canal","Water column, pelagic zone",68.15184236727667,13.613034269438595,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_180-88659","Vannmiljø Station Leknes, ENLK-S5","River, stream, canal","Water column, pelagic zone",68.15161961060642,13.611116673272008,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_002-89182","Vannmiljø Station Punkt P1, Brånåsdalen avfallsdeponi - oppstrøms","River, stream, canal","Water column, pelagic zone",59.987174260778836,11.027551549376122,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Oppstrøms Brånåsdalen avfallsdeponi. Prøven tas i OV-kum 129218."
"Vannmiljø_002-89183","Vannmiljø Station Punkt P2, Brånåsdalen avfallsdeponi - nedstrøms","River, stream, canal","Water column, pelagic zone",59.98280160776146,11.016648325269136,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Nedstrøms Brånåsdalen avfallsdeponi. Prøven tas i OV kum 18237."
"Vannmiljø_002-89254","Vannmiljø Station Herstua deponi - O1 oppstrøms","River, stream, canal","Water column, pelagic zone",60.25036085250237,11.067911709886237,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Oppstrøms Herstua deponi i elva Hæra"
"Vannmiljø_002-89255","Vannmiljø Station Hæra ved Mauravegen (O2 nedstrøms)","River, stream, canal","Water column, pelagic zone",60.25345827618924,11.067390217044613,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Nedstrøms Herstua deponi"
"Vannmiljø_011-89849","Vannmiljø Station Hårbergbekken oppstrøms Lier avfallsdeponi","River, stream, canal","Water column, pelagic zone",59.81418705593674,10.243557946246654,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Punkt for overvåking oppstrøms Lier avfallsdeponi, Ragn-Sells AS"
"Vannmiljø_056-89981","Vannmiljø Station Bergen lufthavn Flesland, ENBR-GB1 (Gåstjørnsbekken)","River, stream, canal","Water column, pelagic zone",60.28258644898645,5.217736016950963,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Gåstjørnsbekken. Dokumentere bl.a. PFAS, oljeforbindelser og BTEX i avrenning/utlekking fra nylig nedlagt BØF."
"Vannmiljø_006-91106","Vannmiljø Station PAS-1, Kjelsrudfyllingene, nedstrøms","River, stream, canal","Water column, pelagic zone",59.93820211722642,10.85877632584887,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Nedstrøms Kjelsrudfyllingene, Alnaelva. Overvåkning gjøres av Oslo kommune v/EBY."
"Vannmiljø_006-91107","Vannmiljø Station PAS-2, Kjelsrudfyllingene, oppstrøms","River, stream, canal","Water column, pelagic zone",59.93772189629676,10.866234928711766,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Oppstrøms Kjelsrudfyllingene, Alnaelva. Overvåkning gjøres av Oslo kommune v/EBY"
"Vannmiljø_018-91635","Vannmiljø Station Bekk til Tiurtjønn, (5.57)","River, stream, canal","Water column, pelagic zone",58.502443364352004,8.793347647401836,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vannovervåkning - AF"
"Vannmiljø_018-91644","Vannmiljø Station Utløp sedimentasjonsbasseng, Mørkoppdalen (4.021)","River, stream, canal","Water column, pelagic zone",58.54267294682576,8.861292299997436,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vannovervåkning - AF 4.11b"
"Vannmiljø_002-92550","Vannmiljø Station Røros lufthavn, ENRO-S4","River, stream, canal","Water column, pelagic zone",62.573166164816385,11.340083993200595,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Utslippspunkt for overvann som drenerer gjennom dette kanalsystemet, inkl. avrenning fra det nedlagte brannøvingsfeltet."
"Vannmiljø_003-94717","Vannmiljø Station St1, Solgård Avfallsplass","River, stream, canal","Water column, pelagic zone",59.45083002379329,10.70907067706356,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: St1, Overflatevann oppstrøms deponiet på Solgård Avfallsplass"
"Vannmiljø_003-94718","Vannmiljø Station St2, Solgård Avfallsplass","River, stream, canal","Water column, pelagic zone",59.44787986117724,10.705457831683091,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: St2, Overflatevann nedstrøms deponiet på Solgård Avfallsplass"
"Vannmiljø_003-94719","Vannmiljø Station St3, Solgård Avfallsplass","River, stream, canal","Water column, pelagic zone",59.44680813620133,10.711936078493267,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: St3, Overflatevann nedstrøms deponiet på Solgård Avfallsplass"
"Vannmiljø_003-94720","Vannmiljø Station St4, Solgård Avfallsplass","River, stream, canal","Water column, pelagic zone",59.4414652525509,10.717703588686973,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: St4, Overflatevann nedstrøms deponiet på Solgård Avfallsplass"
"Vannmiljø_024-95183","Vannmiljø Station Litlåna innløp","River, stream, canal","Water column, pelagic zone",58.14991693329901,7.1558837925322525,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_024-95184","Vannmiljø Station Litlåna nedstrøms","River, stream, canal","Water column, pelagic zone",58.15592154777372,7.13081035355768,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_024-95185","Vannmiljø Station Gullknuten","River, stream, canal","Water column, pelagic zone",58.150783535941024,7.14934754958538,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_024-95186","Vannmiljø Station Herdalsbekken","River, stream, canal","Water column, pelagic zone",58.15625940105947,7.131795394684028,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_024-95187","Vannmiljø Station Høylandsbekken","River, stream, canal","Water column, pelagic zone",58.203752444318496,7.0345409966891355,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_024-95189","Vannmiljø Station Lygna","River, stream, canal","Water column, pelagic zone",58.185085521994004,7.100532814610959,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_024-95190","Vannmiljø Station Fossbekken","River, stream, canal","Water column, pelagic zone",58.19172475290872,7.116221998189205,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_024-95195","Vannmiljø Station Røyskår inn","River, stream, canal","Water column, pelagic zone",58.20247955408069,7.037061978623795,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_002-96019","Vannmiljø Station Grytbekken","River, stream, canal","Water column, pelagic zone",60.69871323137111,11.2122829449548,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking i forbindelse med utbygging dobbeltspor jernbane: Kleverud-Sørli-Åkersvika."
"Vannmiljø_002-96020","Vannmiljø Station Våletjennsbekken","River, stream, canal","Water column, pelagic zone",60.71055528304263,11.223943331748217,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking i forbindelse med utbygging dobbeltspor jernbane: Kleverud-Sørli-Åkersvika."
"Vannmiljø_002-96027","Vannmiljø Station Brenneribekken v/Gaustad","River, stream, canal","Water column, pelagic zone",60.76067284960889,11.11633105545367,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking i forbindelse med utbygging jernbane: Kleverud-Sørli-Åkersvika"
"Vannmiljø_002-96028","Vannmiljø Station Brenneribekken v/Ottestad","River, stream, canal","Water column, pelagic zone",60.74769539280989,11.136051982977014,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking i forbindelse med utbygging dobbeltspor jernbane: Kleverud-Sørli-Åkersvika"
"Vannmiljø_002-96029","Vannmiljø Station Brenneribekken v/Kausvol","River, stream, canal","Water column, pelagic zone",60.73428476836848,11.173438847848663,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking i forbindelse med utbygging dobbeltspor jernbane : Kleverud-Sørli-Åkersvika"
"Vannmiljø_002-96181","Vannmiljø Station Overflatevann nr 1 - oppstrøms Gatedalen","River, stream, canal","Water column, pelagic zone",59.26179954456422,11.127149554219267,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overflatevann nr 1 - oppstrøms Gatedalen"
"Vannmiljø_002-96182","Vannmiljø Station Overflatevann nr 2 - oppstrøms Gatedalen","River, stream, canal","Water column, pelagic zone",59.256123922278015,11.117571572695242,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overflatevann nr 2 - oppstrøms Gatedalen"
"Vannmiljø_002-96183","Vannmiljø Station Overflatevann nr 3 - oppstrøms Gatedalen","River, stream, canal","Water column, pelagic zone",59.25910188647775,11.119685721850507,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overflatevann nr 3 - oppstrøms Gatedalen"
"Vannmiljø_002-96184","Vannmiljø Station Overflatevann nr 4 - nedstrøms Gatedalen","River, stream, canal","Water column, pelagic zone",59.26210136842698,11.112891693634808,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overflatevann nr 4 - nedstrøms Gatedalen Miljøanlegg"
"Vannmiljø_122-96674","Vannmiljø Station Bekk3, Bjørbekken bekk fra sør","River, stream, canal","Water column, pelagic zone",62.86001650043894,10.04953611538076,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_122-96682","Vannmiljø Station 6, Ila bekk fra øst","River, stream, canal","Water column, pelagic zone",62.88682157228356,10.105857558010177,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_122-96683","Vannmiljø Station 12, Buvatnet bekk fra øst","River, stream, canal","Water column, pelagic zone",62.84332667587778,10.025073627509023,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_122-96685","Vannmiljø Station 2, Ila bekk fra sør oppstrøms kulvert","River, stream, canal","Water column, pelagic zone",62.93188930881744,10.185096593116526,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_122-96686","Vannmiljø Station 4, Ila bekk fra øst","River, stream, canal","Water column, pelagic zone",62.91051142078567,10.138065680083763,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_122-96687","Vannmiljø Station 5, Krokbekken oppstrøms jernbanen/veg","River, stream, canal","Water column, pelagic zone",62.9074460018271,10.131295393336519,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_122-96704","Vannmiljø Station 13, Buvatnet bekk fra sør","River, stream, canal","Water column, pelagic zone",62.83412181214461,10.016571380312655,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_122-96705","Vannmiljø Station 11, Bjørbekken bekk fra øst","River, stream, canal","Water column, pelagic zone",62.85396256401157,10.036443549645291,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_122-96707","Vannmiljø Station 9, Vadløkbekken oppstrøms kulvert","River, stream, canal","Water column, pelagic zone",62.863795037270506,10.074327695515432,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_122-96708","Vannmiljø Station 7, Kvernåa ved jernbanebru","River, stream, canal","Water column, pelagic zone",62.87338861074655,10.088606720538314,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_122-96710","Vannmiljø Station 3, Ila bekk fra sør oppstrøms kulvert","River, stream, canal","Water column, pelagic zone",62.92986534358269,10.180931880819866,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_122-96740","Vannmiljø Station 25, Ila ved Saugen","River, stream, canal","Water column, pelagic zone",62.923512285266426,10.150299508071384,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_125-96852","Vannmiljø Station Langsteinelva 3","River, stream, canal","Water column, pelagic zone",63.55803009918116,10.979612960763774,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: I forbindelse med E6 Kvithammar - Åsen"
"Vannmiljø_125-96854","Vannmiljø Station Vulua nedre","River, stream, canal","Water column, pelagic zone",63.567020647124316,10.951273950183385,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Ifb E6 Kvithammar - Åsen"
"Vannmiljø_125-96856","Vannmiljø Station Dullumbekken nedre","River, stream, canal","Water column, pelagic zone",63.62247979265831,11.068635432039045,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Ifb E6 Kvithammar - Åsen"
"Vannmiljø_019-96875","Vannmiljø Station Bekk oppstrøms Piltjern (6.44b)","River, stream, canal","Water column, pelagic zone",58.501794186326286,8.783058116212478,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_125-97007","Vannmiljø Station Vulua ved kryssing E6","River, stream, canal","Water column, pelagic zone",63.595526556844774,11.047327416207038,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Ifm E6 Kvithammar Åsen"
"Vannmiljø_024-98549","Vannmiljø Station Lygna ved Dyrøya","River, stream, canal","Water column, pelagic zone",58.19177900012168,7.1137650027356445,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_024-98550","Vannmiljø Station Vatlandsvatnet, nedstrøms","River, stream, canal","Water column, pelagic zone",58.19242600007579,7.05213600232587,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_125-99362","Vannmiljø Station Taura midtre (Solhaugvegen)","River, stream, canal","Water column, pelagic zone",63.596932945431504,10.98366463815321,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Sweco: E6 Kvithammer - Åsen"
"Vannmiljø_125-99363","Vannmiljø Station Langsteinelva nedre","River, stream, canal","Water column, pelagic zone",63.54735908897124,10.905999649260632,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Sweco: E6 Kvithammar - Åsen"
"Vannmiljø_004-100124","Vannmiljø Station Helgemyren østre fangdam","River, stream, canal","Water column, pelagic zone",59.5376853441976,10.77087293081209,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Helgemyren mottak for rene masser, nedstrøms østre fangdam"
"Vannmiljø_004-100482","Vannmiljø Station Helgemyren vestre fangdam -vei","River, stream, canal","Water column, pelagic zone",59.537252672800626,10.765538990984933,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Helgemyren mottak for rene masser. Nedstrøms vestre fangdam ved Hobølveien"
"Vannmiljø_024-101034","Vannmiljø Station Møska oppstrøms doserer (VK8)","River, stream, canal","Water column, pelagic zone",58.18822658635901,7.046331919856434,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking i kalkede laksevassdrag: Vannkjemi (referanse)"
"Vannmiljø_125-101940","Vannmiljø Station Hammervatnet sørøst","Lake, pond, pool, reservoir","Water column, pelagic zone",63.61927500590391,11.051931707028869,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_003-102098","Vannmiljø Station Gunnarsbybekken-REF alt. 1","River, stream, canal","Water column, pelagic zone",59.4020992209521,10.684549479295365,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking ifm. Bane NORs prosjekt «Nytt dobbeltspor Sandbukta – Moss – Såstad»"
"Vannmiljø_122-102170","Vannmiljø Station 28, nedstrøms grustak","River, stream, canal","Water column, pelagic zone",62.92345370736862,10.157313048347104,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_122-102171","Vannmiljø Station 29, Vindåslibekken","River, stream, canal","Water column, pelagic zone",62.92838551814959,10.175418510683595,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_122-102172","Vannmiljø Station 28opp, oppstrøms grustak","River, stream, canal","Water column, pelagic zone",62.920107115766655,10.157553129420105,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_003-102264","Vannmiljø Station BJØ - Bjølsenbekken","River, stream, canal","Water column, pelagic zone",59.3879275292184,10.718046323445726,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking ifm. Bane NORs prosjekt «Nytt dobbeltspor Sandbukta – Moss – Såstad»"
"Vannmiljø_003-102265","Vannmiljø Station LØK - Løkenbekken","River, stream, canal","Water column, pelagic zone",59.39475330265774,10.693539279679715,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking ifm. Bane NORs prosjekt «Nytt dobbeltspor Sandbukta – Moss – Såstad»"
"Vannmiljø_003-102306","Vannmiljø Station ØST ÅR","River, stream, canal","Water column, pelagic zone",59.39002443556081,10.6723839473184,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Overvåking ifm. Bane NORs prosjekt «Nytt dobbeltspor Sandbukta – Moss – Såstad»"
"Vannmiljø_123-102448","Vannmiljø Station Værebekken nedstrøms E6","River, stream, canal","Water column, pelagic zone",63.42719443902848,10.577065910409514,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Værebekken nedstrøms E6"
"Vannmiljø_123-102453","Vannmiljø Station Midtsandbekken nedstrøms E6","River, stream, canal","Water column, pelagic zone",63.429584670270074,10.723069724521869,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Midtsandbekken nedstrøms E6 ved Midtsand gård
"
"Vannmiljø_123-102456","Vannmiljø Station Høybybekken nedstrøms E6","River, stream, canal","Water column, pelagic zone",63.406996203591994,10.814546886089142,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16",
"Vannmiljø_123-102457","Vannmiljø Station Hestmarkbekken nedstrøms E6","River, stream, canal","Water column, pelagic zone",63.41638299106897,10.819757488868737,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Hestmarkbekken nedstrøms E6
"
"Vannmiljø_124-102459","Vannmiljø Station Kvithammerbekken oppstrøms E6","River, stream, canal","Water column, pelagic zone",63.444641942709225,10.884194922917528,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Kvithammerbekken oppstrøms E6
"
"Vannmiljø_123-102835","Vannmiljø Station Øyåsbrubekken oppstrøms E6","River, stream, canal","Water column, pelagic zone",63.42010636366263,10.61760831321756,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vannkvalitet"
"Vannmiljø_123-102837","Vannmiljø Station Vegbrubekken nedstrøms E6","River, stream, canal","Water column, pelagic zone",63.423166884386916,10.620509291427146,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vannkvalitet, automatisk vannlogging"
"Vannmiljø_123-102839","Vannmiljø Station Vikhammerelva nedstrøms E6","River, stream, canal","Water column, pelagic zone",63.42827013026546,10.625954775092554,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vannkvalitet, automatisk vannlogging"
"Vannmiljø_123-102840","Vannmiljø Station Haugbekken nedstrøms E6","River, stream, canal","Water column, pelagic zone",63.42935293242616,10.662858417996096,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vannkvalitet, sedimenter, automatisk vannlogging"
"Vannmiljø_123-102841","Vannmiljø Station Sagelva nedstrøms E6","River, stream, canal","Water column, pelagic zone",63.431459870626306,10.70127582863968,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vannkvalitet, sedimenter, automatisk vannlogging"
"Vannmiljø_123-102843","Vannmiljø Station Sandvikbekken nedstrøms E6","River, stream, canal","Water column, pelagic zone",63.42996813572782,10.715421664714663,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vannkvalitet, automatisk vannlogging"
"Vannmiljø_123-102845","Vannmiljø Station Stamtjønnbekken (Svedalsbekken) nedstrøms E6","River, stream, canal","Water column, pelagic zone",63.42886660649125,10.73729218308339,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vannkvalitet, sedimenter, automatisk vannlogging"
"Vannmiljø_123-102847","Vannmiljø Station Sollielva nedstrøms E6","River, stream, canal","Water column, pelagic zone",63.4122675877497,10.777901467558332,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Vannkvalitet, automatisk vannlogging"
"Vannmiljø_246-103011","Vannmiljø Station Ørnungen, utløp","Lake, pond, pool, reservoir","Water column, pelagic zone",69.60125284528829,30.025972208464523,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Bunnfauna, begroing og miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103013","Vannmiljø Station Langvatnet, utløp","Lake, pond, pool, reservoir","Water column, pelagic zone",69.58101000523989,30.043779859902838,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Bunnfauna, begroing og miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103014","Vannmiljø Station Langvatnet, nordende","Lake, pond, pool, reservoir","Water column, pelagic zone",69.58892651191557,30.065488794608722,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Bunnfauna og miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103015","Vannmiljø Station Langfjordtunnellen, utløp","River, stream, canal","Water column, pelagic zone",69.64002991486858,29.93833521782805,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103016","Vannmiljø Station Ørnevatnet (Ákkeljávri), utløp","Lake, pond, pool, reservoir","Water column, pelagic zone",69.59750302729081,29.97798308729655,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Bunnfauna, begroing og miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103017","Vannmiljø Station Jernvatn","Lake, pond, pool, reservoir","Water column, pelagic zone",69.59214000513694,30.03759986153104,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103018","Vannmiljø Station Triangelen, utløp til Langfjordstunnelen","River, stream, canal","Water column, pelagic zone",69.63749400546857,30.005388865651064,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103019","Vannmiljø Station Bjørnevatnet (Guovzajávri), NW","Lake, pond, pool, reservoir","Water column, pelagic zone",69.63704900524232,29.978837865654317,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Bunnfauna og miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103020","Vannmiljø Station Bjørnevatn, sørenden","Lake, pond, pool, reservoir","Water column, pelagic zone",69.65157000524255,30.015499865084163,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Miljøgifter i vann.. Vm Emission Source: Aquaculture"
"Vannmiljø_246-103021","Vannmiljø Station Ørnvatnet (Ákkeljávri), brygge","Lake, pond, pool, reservoir","Water column, pelagic zone",69.59584200542915,29.99694086513725,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Bunnfauna og miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103022","Vannmiljø Station Store Fiskevatnet (Oaggunjávri), innløp syd","Lake, pond, pool, reservoir","Water column, pelagic zone",69.60180967402943,30.07066640608658,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Begroing og miljøgifter i vann.. Vm Emission Source: Industrial"
"Vannmiljø_246-103023","Vannmiljø Station Store Fiskevatnet (Oaggunjávri), utløp","Lake, pond, pool, reservoir","Water column, pelagic zone",69.61094336058244,30.10009234365488,"WGS84","Norway","Not relevant","Sam Welch (Vm Conversion)","2025-12-16","Vm Original Comment: Miljøovervåking i industriresipienter. Bunnfauna, begroing og miljøgifter i vann.. Vm Emission Source: Aquaculture"
