SITE_CODE,PARAMETER_NAME,SAMPLING_DATE,ENVIRON_COMPARTMENT_SUB,SUBSAMPLE,MEASURED_FLAG,MEASURED_VALUE,UNCERTAINTY_TYPE,UNCERTAINTY_UPPER,UNCERTAINTY_LOWER,MEASURED_UNIT,MEASURED_N,LOQ_VALUE,LOQ_UNIT,LOD_VALUE,LOD_UNIT,SAMPLING_PROTOCOL,EXTRACTION_PROTOCOL,FRACTIONATION_PROTOCOL,ANALYTICAL_PROTOCOL,REFERENCE_ID,SAMPLE_ID,CAMPAIGN_NAME_SHORT,ENVIRON_COMPARTMENT,PARAMETER_TYPE,MEASURED_TYPE,MEASUREMENT_COMMENT,CAMPAIGN_NAME,CAMPAIGN_START_DATE,CAMPAIGN_END_DATE,ORGANISATION,ENTERED_BY,ENTERED_DATE,CAMPAIGN_COMMENT
RepparfjordHaddock2016-2017_Inner Repparfjorden,Copper,19/09/2016,"Biota, Aquatic",Atlantic cod_liver,,8.3,Standard Error,0.8,0.8,mg/kg,30,,,,,S01_Gillnet_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_ICPMS_Repparfjor,2026KogelUsingAtlanticHaddock,RepparfjordHaddock2016-2017_Inner Repparfjorden-Copper-BiotaAquatic-2016-09-19-R-AtlanticCodLiver,RepparfjordHaddock2016-2017,Biota,Stressor,Concentration,,Atlantic haddock bioindicators in Repparfjorden sea disposal mining impacted fjords,19/09/2016,20/09/2017,Institute of Marine Research,Sam Welch (Test Data),01/09/2026,"Study comparing element concentrations in Atlantic haddock, Atlantic cod, Atlantic halibut and blue mussels between mining-impacted Repparfjorden fjord and reference fjord Revsbotn. Sampling conducted in September 2016 and September 2017 to coincide with resident fish populations avoiding spring spawning migrations."
RepparfjordHaddock2016-2017_Inner Repparfjorden,Copper,19/09/2016,"Biota, Aquatic",Atlantic haddock_muscle,,0.23,Standard Error,0.01,0.01,mg/kg,28,,,,,S01_Gillnet_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_ICPMS_Repparfjor,2026KogelUsingAtlanticHaddock,RepparfjordHaddock2016-2017_Inner Repparfjorden-Copper-BiotaAquatic-2016-09-19-R-AtlanticHaddockMuscle,RepparfjordHaddock2016-2017,Biota,Stressor,Concentration,33-60cm individuals only,Atlantic haddock bioindicators in Repparfjorden sea disposal mining impacted fjords,19/09/2016,20/09/2017,Institute of Marine Research,Sam Welch (Test Data),01/09/2026,"Study comparing element concentrations in Atlantic haddock, Atlantic cod, Atlantic halibut and blue mussels between mining-impacted Repparfjorden fjord and reference fjord Revsbotn. Sampling conducted in September 2016 and September 2017 to coincide with resident fish populations avoiding spring spawning migrations."
RepparfjordHaddock2016-2017_Inner Repparfjorden,Copper,19/09/2016,"Biota, Aquatic",Atlantic haddock_liver,,7.4,Standard Error,0.7,0.7,mg/kg,20,,,,,S01_Gillnet_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_ICPMS_Repparfjor,2026KogelUsingAtlanticHaddock,RepparfjordHaddock2016-2017_Inner Repparfjorden-Copper-BiotaAquatic-2016-09-19-R-AtlanticHaddockLiver,RepparfjordHaddock2016-2017,Biota,Stressor,Concentration,33-60cm individuals only,Atlantic haddock bioindicators in Repparfjorden sea disposal mining impacted fjords,19/09/2016,20/09/2017,Institute of Marine Research,Sam Welch (Test Data),01/09/2026,"Study comparing element concentrations in Atlantic haddock, Atlantic cod, Atlantic halibut and blue mussels between mining-impacted Repparfjorden fjord and reference fjord Revsbotn. Sampling conducted in September 2016 and September 2017 to coincide with resident fish populations avoiding spring spawning migrations."
RepparfjordHaddock2016-2017_Inner Repparfjorden,Copper,19/09/2016,"Biota, Aquatic",Atlantic halibut_muscle,,0.19,Standard Error,0.01,0.01,mg/kg,15,,,,,S01_Gillnet_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_ICPMS_Repparfjor,2026KogelUsingAtlanticHaddock,RepparfjordHaddock2016-2017_Inner Repparfjorden-Copper-BiotaAquatic-2016-09-19-R-AtlanticHalibutMuscle,RepparfjordHaddock2016-2017,Biota,Stressor,Concentration,,Atlantic haddock bioindicators in Repparfjorden sea disposal mining impacted fjords,19/09/2016,20/09/2017,Institute of Marine Research,Sam Welch (Test Data),01/09/2026,"Study comparing element concentrations in Atlantic haddock, Atlantic cod, Atlantic halibut and blue mussels between mining-impacted Repparfjorden fjord and reference fjord Revsbotn. Sampling conducted in September 2016 and September 2017 to coincide with resident fish populations avoiding spring spawning migrations."
RepparfjordHaddock2016-2017_Inner Repparfjorden,Copper,19/09/2016,"Biota, Aquatic",Atlantic halibut_liver,,8.8,Standard Error,0.8,0.8,mg/kg,15,,,,,S01_Gillnet_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_ICPMS_Repparfjor,2026KogelUsingAtlanticHaddock,RepparfjordHaddock2016-2017_Inner Repparfjorden-Copper-BiotaAquatic-2016-09-19-R-AtlanticHalibutLiver,RepparfjordHaddock2016-2017,Biota,Stressor,Concentration,,Atlantic haddock bioindicators in Repparfjorden sea disposal mining impacted fjords,19/09/2016,20/09/2017,Institute of Marine Research,Sam Welch (Test Data),01/09/2026,"Study comparing element concentrations in Atlantic haddock, Atlantic cod, Atlantic halibut and blue mussels between mining-impacted Repparfjorden fjord and reference fjord Revsbotn. Sampling conducted in September 2016 and September 2017 to coincide with resident fish populations avoiding spring spawning migrations."
RepparfjordHaddock2016-2017_Inner Repparfjorden,Copper,19/09/2016,"Biota, Aquatic",Blue mussel_flesh,,1.23,Standard Error,0.07,0.07,mg/kg,3,,,,,S01_Gillnet_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_ICPMS_Repparfjor,2026KogelUsingAtlanticHaddock,RepparfjordHaddock2016-2017_Inner Repparfjorden-Copper-BiotaAquatic-2016-09-19-R-BlueMusselFlesh,RepparfjordHaddock2016-2017,Biota,Stressor,Concentration,,Atlantic haddock bioindicators in Repparfjorden sea disposal mining impacted fjords,19/09/2016,20/09/2017,Institute of Marine Research,Sam Welch (Test Data),01/09/2026,"Study comparing element concentrations in Atlantic haddock, Atlantic cod, Atlantic halibut and blue mussels between mining-impacted Repparfjorden fjord and reference fjord Revsbotn. Sampling conducted in September 2016 and September 2017 to coincide with resident fish populations avoiding spring spawning migrations."
RepparfjordHaddock2016-2017_Inner Repparfjorden,Copper,19/09/2016,"Biota, Aquatic",American plaice_muscle,,0.14,Standard Error,0,0,mg/kg,31,,,,,S01_Gillnet_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_ICPMS_Repparfjor,2026KogelUsingAtlanticHaddock,RepparfjordHaddock2016-2017_Inner Repparfjorden-Copper-BiotaAquatic-2016-09-19-R-AmericanPlaiceMuscle,RepparfjordHaddock2016-2017,Biota,Stressor,Concentration,,Atlantic haddock bioindicators in Repparfjorden sea disposal mining impacted fjords,19/09/2016,20/09/2017,Institute of Marine Research,Sam Welch (Test Data),01/09/2026,"Study comparing element concentrations in Atlantic haddock, Atlantic cod, Atlantic halibut and blue mussels between mining-impacted Repparfjorden fjord and reference fjord Revsbotn. Sampling conducted in September 2016 and September 2017 to coincide with resident fish populations avoiding spring spawning migrations."
RepparfjordHaddock2016-2017_Inner Repparfjorden,Copper,19/09/2016,"Biota, Aquatic",American plaice_liver,,4.7,Standard Error,0.5,0.5,mg/kg,31,,,,,S01_Gillnet_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_ICPMS_Repparfjor,2026KogelUsingAtlanticHaddock,RepparfjordHaddock2016-2017_Inner Repparfjorden-Copper-BiotaAquatic-2016-09-19-R-AmericanPlaiceLiver,RepparfjordHaddock2016-2017,Biota,Stressor,Concentration,,Atlantic haddock bioindicators in Repparfjorden sea disposal mining impacted fjords,19/09/2016,20/09/2017,Institute of Marine Research,Sam Welch (Test Data),01/09/2026,"Study comparing element concentrations in Atlantic haddock, Atlantic cod, Atlantic halibut and blue mussels between mining-impacted Repparfjorden fjord and reference fjord Revsbotn. Sampling conducted in September 2016 and September 2017 to coincide with resident fish populations avoiding spring spawning migrations."
RepparfjordHaddock2016-2017_Inner Repparfjorden,Copper,19/09/2016,"Biota, Aquatic",Witch flounder_muscle,,0.09,Standard Error,0,0,mg/kg,3,,,,,S01_Gillnet_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_ICPMS_Repparfjor,2026KogelUsingAtlanticHaddock,RepparfjordHaddock2016-2017_Inner Repparfjorden-Copper-BiotaAquatic-2016-09-19-R-WitchFlounderMuscle,RepparfjordHaddock2016-2017,Biota,Stressor,Concentration,,Atlantic haddock bioindicators in Repparfjorden sea disposal mining impacted fjords,19/09/2016,20/09/2017,Institute of Marine Research,Sam Welch (Test Data),01/09/2026,"Study comparing element concentrations in Atlantic haddock, Atlantic cod, Atlantic halibut and blue mussels between mining-impacted Repparfjorden fjord and reference fjord Revsbotn. Sampling conducted in September 2016 and September 2017 to coincide with resident fish populations avoiding spring spawning migrations."
RepparfjordHaddock2016-2017_Inner Repparfjorden,Copper,19/09/2016,"Biota, Aquatic",Witch flounder_liver,,1.3,Standard Error,0.1,0.1,mg/kg,3,,,,,S01_Gillnet_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_ICPMS_Repparfjor,2026KogelUsingAtlanticHaddock,RepparfjordHaddock2016-2017_Inner Repparfjorden-Copper-BiotaAquatic-2016-09-19-R-WitchFlounderLiver,RepparfjordHaddock2016-2017,Biota,Stressor,Concentration,,Atlantic haddock bioindicators in Repparfjorden sea disposal mining impacted fjords,19/09/2016,20/09/2017,Institute of Marine Research,Sam Welch (Test Data),01/09/2026,"Study comparing element concentrations in Atlantic haddock, Atlantic cod, Atlantic halibut and blue mussels between mining-impacted Repparfjorden fjord and reference fjord Revsbotn. Sampling conducted in September 2016 and September 2017 to coincide with resident fish populations avoiding spring spawning migrations."
RepparfjordHaddock2016-2017_Inner Repparfjorden,Copper,19/09/2016,"Biota, Aquatic",Starry ray_muscle,,0.26,Standard Error,0.01,0.01,mg/kg,4,,,,,S01_Gillnet_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_ICPMS_Repparfjor,2026KogelUsingAtlanticHaddock,RepparfjordHaddock2016-2017_Inner Repparfjorden-Copper-BiotaAquatic-2016-09-19-R-StarryRayMuscle,RepparfjordHaddock2016-2017,Biota,Stressor,Concentration,,Atlantic haddock bioindicators in Repparfjorden sea disposal mining impacted fjords,19/09/2016,20/09/2017,Institute of Marine Research,Sam Welch (Test Data),01/09/2026,"Study comparing element concentrations in Atlantic haddock, Atlantic cod, Atlantic halibut and blue mussels between mining-impacted Repparfjorden fjord and reference fjord Revsbotn. Sampling conducted in September 2016 and September 2017 to coincide with resident fish populations avoiding spring spawning migrations."
RepparfjordHaddock2016-2017_Inner Repparfjorden,Copper,19/09/2016,"Biota, Aquatic",Starry ray_liver,,20,Standard Error,5,5,mg/kg,4,,,,,S01_Gillnet_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_ICPMS_Repparfjor,2026KogelUsingAtlanticHaddock,RepparfjordHaddock2016-2017_Inner Repparfjorden-Copper-BiotaAquatic-2016-09-19-R-StarryRayLiver,RepparfjordHaddock2016-2017,Biota,Stressor,Concentration,,Atlantic haddock bioindicators in Repparfjorden sea disposal mining impacted fjords,19/09/2016,20/09/2017,Institute of Marine Research,Sam Welch (Test Data),01/09/2026,"Study comparing element concentrations in Atlantic haddock, Atlantic cod, Atlantic halibut and blue mussels between mining-impacted Repparfjorden fjord and reference fjord Revsbotn. Sampling conducted in September 2016 and September 2017 to coincide with resident fish populations avoiding spring spawning migrations."
RepparfjordHaddock2016-2017_Inner Repparfjorden,Copper,19/09/2016,"Biota, Aquatic",Common dab_muscle,,0.13,,,,mg/kg,1,,,,,S01_Gillnet_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_ICPMS_Repparfjor,2026KogelUsingAtlanticHaddock,RepparfjordHaddock2016-2017_Inner Repparfjorden-Copper-BiotaAquatic-2016-09-19-R-CommonDabMuscle,RepparfjordHaddock2016-2017,Biota,Stressor,Concentration,,Atlantic haddock bioindicators in Repparfjorden sea disposal mining impacted fjords,19/09/2016,20/09/2017,Institute of Marine Research,Sam Welch (Test Data),01/09/2026,"Study comparing element concentrations in Atlantic haddock, Atlantic cod, Atlantic halibut and blue mussels between mining-impacted Repparfjorden fjord and reference fjord Revsbotn. Sampling conducted in September 2016 and September 2017 to coincide with resident fish populations avoiding spring spawning migrations."
RepparfjordHaddock2016-2017_Inner Repparfjorden,Copper,19/09/2016,"Biota, Aquatic",Common dab_liver,,14,,,,mg/kg,1,,,,,S01_Gillnet_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_ICPMS_Repparfjor,2026KogelUsingAtlanticHaddock,RepparfjordHaddock2016-2017_Inner Repparfjorden-Copper-BiotaAquatic-2016-09-19-R-CommonDabLiver,RepparfjordHaddock2016-2017,Biota,Stressor,Concentration,,Atlantic haddock bioindicators in Repparfjorden sea disposal mining impacted fjords,19/09/2016,20/09/2017,Institute of Marine Research,Sam Welch (Test Data),01/09/2026,"Study comparing element concentrations in Atlantic haddock, Atlantic cod, Atlantic halibut and blue mussels between mining-impacted Repparfjorden fjord and reference fjord Revsbotn. Sampling conducted in September 2016 and September 2017 to coincide with resident fish populations avoiding spring spawning migrations."
RepparfjordHaddock2016-2017_Inner Repparfjorden,Copper,19/09/2016,"Biota, Aquatic",King crab_muscle,,14,Standard Error,1,1,mg/kg,10,,,,,S01_Gillnet_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_ICPMS_Repparfjor,2026KogelUsingAtlanticHaddock,RepparfjordHaddock2016-2017_Inner Repparfjorden-Copper-BiotaAquatic-2016-09-19-R-KingCrabMuscle,RepparfjordHaddock2016-2017,Biota,Stressor,Concentration,,Atlantic haddock bioindicators in Repparfjorden sea disposal mining impacted fjords,19/09/2016,20/09/2017,Institute of Marine Research,Sam Welch (Test Data),01/09/2026,"Study comparing element concentrations in Atlantic haddock, Atlantic cod, Atlantic halibut and blue mussels between mining-impacted Repparfjorden fjord and reference fjord Revsbotn. Sampling conducted in September 2016 and September 2017 to coincide with resident fish populations avoiding spring spawning migrations."
RepparfjordHaddock2016-2017_Inner Repparfjorden,Copper,19/09/2016,"Biota, Aquatic",King crab_hepatopancreas,,29,Standard Error,7,7,mg/kg,9,,,,,S01_Gillnet_Repparfjor,E01_AcidDigestion_Repparfjor,E01_AcidDigestion_Repparfjor,A01_ICPMS_Repparfjor,2026KogelUsingAtlanticHaddock,RepparfjordHaddock2016-2017_Inner Repparfjorden-Copper-BiotaAquatic-2016-09-19-R-KingCrabHepatopancreas,RepparfjordHaddock2016-2017,Biota,Stressor,Concentration,,Atlantic haddock bioindicators in Repparfjorden sea disposal mining impacted fjords,19/09/2016,20/09/2017,Institute of Marine Research,Sam Welch (Test Data),01/09/2026,"Study comparing element concentrations in Atlantic haddock, Atlantic cod, Atlantic halibut and blue mussels between mining-impacted Repparfjorden fjord and reference fjord Revsbotn. Sampling conducted in September 2016 and September 2017 to coincide with resident fish populations avoiding spring spawning migrations."
